"Ano" "Distrito" "Dpol" "Seccional" "homic" "roubovcl" "furtovcl" "jov1524" "baixopadrao" "rendamedia" "dprendamedia" "favela" "eformais" "mandato"
"55" 2013 "VILA_SONIA" 34 "3 OESTE" 7.41711375380127 320.172077039088 303.483571093035 0.0703389620985487 631.947 10.876 8.632 6038.76678121987 0.494 16.0704131332361
"56" 2003 "VILA_SONIA" 34 "3 OESTE" 24.9152503982665 443.189454054013 455.269575459233 0.086320017516176 550.003 15.198 8.897 3707.84226381475 0.3 42.2804249182704
"57" 2013 "VILA_MARIANA" 36 "2 SUL" 2.28675966155957 146.352618339812 496.226846558427 0.0516502782224255 425.784 13.749 8.569 330.817897705618 1.244 11.4337983077979
"58" 2003 "VILA_MARIANA" 36 "2 SUL" 5.55996822875298 218.427323272438 1002.38284352661 0.0747815726767276 417.316 18.317 10.282 155.679110405083 0.656 29.3884034948372
"59" 2013 "CAMPO_LIMPO" 37 "3 OESTE" 21.6735683916368 498.953212760659 295.129441928671 0.0824794562240033 1659.232 4.911 11.379 7030.99781419757 0.073 20.2901491325961
"60" 2003 "CAMPO_LIMPO" 37 "3 OESTE" 51.5351929790878 419.860248682569 276.370103525108 0.096385968280594 1429.346 8.219 9.498 4585.62168115883 0.036 16.6731506697049
"61" 2013 "VILA_AMÁLIA" 38 "4 OESTE" 5.54525722071708 121.995658855776 157.247651187477 0.0784178588969691 1593.833 6.086 10.631 4019.9153952184 0.107 19.4084002725098
"62" 2003 "VILA_AMÁLIA" 38 "4 OESTE" 15.4985773100828 86.2356737509736 145.050787645647 0.0906110413454355 1358.674 10.226 8.778 2999.57080862834 0.058 21.8569680013988
"63" 2013 "VILA_SANTA_MARIA" 40 "4 OESTE" 16.2995097608987 476.447208395501 437.579146657974 0.0731095703198465 576.855 6.111 10.616 1478.2401544692 0.408 73.9746981456173
"64" 2003 "VILA_SANTA_MARIA" 40 "4 OESTE" 61.1411382034288 377.85223409719 689.672038934677 0.0899141578419624 540.422 10.11 8.808 2212.08638020005 0.245 78.2606569003889
"65" 2013 "VILA_RICA" 41 "8 SÃO MATEUS" 29.4337401227161 766.409310118414 804.899585663504 0.0735956709760681 836.109 5.294 11.127 344.148346050218 0.182 86.0370865125546
"66" 2003 "VILA_RICA" 41 "8 SÃO MATEUS" 58.7412288665079 1197.25304653373 677.126165479382 0.0877380354797022 772.839 9.551 8.976 844.805673334686 0.11 120.686524762098
"67" 2013 "PARQUE_SÃO_LUCAS" 42 "5 LESTE" 4.90508657477805 445.662151651262 499.618103973821 0.0706612757429454 1072.532 5.676 10.883 1501.65721853562 0.147 16.1167130314136
"68" 2003 "PARQUE_SÃO_LUCAS" 42 "5 LESTE" 11.3857123542095 626.214179481523 412.732072840095 0.0840906018060586 1219.623 10.095 8.812 534.416873625709 0.095 37.0035651511809
"69" 2013 "GUAIANAZES" 44 "8 SÃO MATEUS" 11.3738685370362 911.805127719065 301.407516231458 0.0918250319890053 960.594 3.727 12.2 1670.06303018814 0.055 7.58257902469077
"70" 2003 "GUAIANAZES" 44 "8 SÃO MATEUS" 94.1330347499529 242.764142249879 216.010542899892 0.10057371607495 787.033 6.192 10.567 1726.10259509914 0.023 62.4250651499688
"71" 2013 "PERUS" 46 "3 OESTE" 20.6823895915874 404.599246385429 211.994493313771 0.0923274797861958 611.367 3.739 12.191 5001.90665779047 0.058 51.0596493042315
"72" 2003 "PERUS" 46 "3 OESTE" 83.5254418495874 202.131569276001 237.212254852828 0.09311416257392 551.135 6.376 10.458 5089.20517189536 0.023 33.410176739835
"73" 2013 "CAPÃO_REDONDO" 47 "6 SANTO AMARO" 17.3228289623265 298.818799600131 159.875275631471 0.0860728064065596 1835.799 3.898 12.078 7823.78352238073 0.085 63.5170395285303
"74" 2003 "CAPÃO_REDONDO" 47 "6 SANTO AMARO" 78.7398411544225 214.927627640898 146.231133572499 0.0997866793078929 1471.237 6.872 10.176 5928.38691793782 0.045 24.5057668898968
"75" 2013 "CIDADE_DUTRA" 48 "6 SANTO AMARO" 4.54745266859681 243.036081510563 155.623935769757 0.0827484803928999 1360.22 4.854 11.416 3335.80916867513 0.109 8.58963281846064
"76" 2003 "CIDADE_DUTRA" 48 "6 SANTO AMARO" 25.813646125888 225.094994217743 240.583181893276 0.0965791756153973 1234.849 8.484 9.381 4247.89360647613 0.063 20.1346439781926
"77" 2013 "ITAIM_PAULISTA" 50 "7 ITAQUERA" 7.92560498784741 682.922963119518 315.262953961041 0.0928132375215753 1668.965 3.441 12.407 2356.54654971996 0.076 66.4870196202755
"78" 2003 "ITAIM_PAULISTA" 50 "7 ITAQUERA" 53.4914713382552 306.653693447756 256.39015572474 0.0984150845949174 1485.062 5.724 10.853 1656.39107799149 0.03 32.740469526001
"79" 2003 "BUTANTÃ" 51 "3 OESTE" 37.4665143028418 1251.38157771492 908.562971843915 0.0830632622094003 253.917 16.331 9.303 316.592045859014 0.604 69.3130514602574
"80" 2013 "BUTANTÃ" 51 "3 OESTE" 16.6122155158093 1810.73149122321 1022.57415508426 0.058973365081123 291.007 10.903 8.627 479.908448234491 1.129 88.5984827509829
"81" 2003 "PARQUE_DO_CARMO" 53 "8 SÃO MATEUS" 103.788271925272 634.94001648402 784.517231905736 0.0982783357245337 435.001 7.771 9.708 1927.71452120028 0.168 79.3675020605025
"82" 2013 "PARQUE_DO_CARMO" 53 "8 SÃO MATEUS" 21.6306636287601 1480.97943644911 859.458368182736 0.0837106682433017 540.892 4.834 11.43 4483.31554812102 0.268 178.81348599775
"83" 2013 "CIDADE_TIRADENTES" 54 "8 SÃO MATEUS" 7.37335552902408 145.19838580232 68.3453339421078 0.0938401286366949 1714.241 3.281 12.525 1873.39948556666 0.029 18.7169794198304
"84" 2003 "CIDADE_TIRADENTES" 54 "8 SÃO MATEUS" 27.8254265474211 45.1753983946366 35.3546596131938 0.097297332687347 722.298 5.63 10.912 866.189160523249 0.019 32.7357959381424
"85" 2013 "PARQUE_SÃO_RAFAEL" 55 "8 SÃO MATEUS" 10.0841691989136 1090.43482937586 186.220991206604 0.0920415736682174 790.912 3.601 12.291 3934.17054346949 0.03 36.303009116089
"86" 2003 "PARQUE_SÃO_RAFAEL" 55 "8 SÃO MATEUS" 54.492148525642 642.39335656285 176.523861421094 0.0952921853654044 719.83 6.064 10.644 3778.37812946106 0.016 33.7697821849049
"87" 2013 "VILA_ALPINA" 56 "5 LESTE" 2.87235264830914 433.72524989468 791.811880050553 0.0670119872850523 654.89 6.925 10.147 1755.00746811689 0.276 93.830186511432
"88" 2003 "VILA_ALPINA" 56 "5 LESTE" 17.4679269452478 457.077421733983 351.299419676649 0.0840304330105002 588.08 10.92 8.624 2285.38710866991 0.179 18.4383673310949
"89" 2013 "VILA_FORMOSA" 58 "5 LESTE" 0 192.208176240112 30.6265775327652 0.0706417852126435 605.127 7.279 9.956 311.546219729852 0.293 12.6730665652821
"90" 2003 "VILA_FORMOSA" 58 "5 LESTE" 10.607941104711 480.539732043408 468.870996828226 0.0836966553161697 575.764 11.327 8.559 64.708440738737 0.128 35.0062056455463
"91" 2013 "JARDIM_NOÊMIA" 59 "7 ITAQUERA" 7.42666171555886 338.655774229484 116.598588934274 0.0918306721128853 1037.776 3.453 12.399 1734.12551058299 0.042 28.2213145191237
"92" 2003 "JARDIM_NOÊMIA" 59 "7 ITAQUERA" 28.1706418572399 291.818956674997 106.181650077289 0.099175105820488 908.578 5.67 10.887 1219.28316551336 0.018 28.8929660074255
"93" 2013 "ERMELINO_MATARAZZO" 62 "7 ITAQUERA" 8.67219952996678 264.502085663987 386.780099036519 0.0823945677342144 816.08 4.555 11.619 2738.68061156351 0.102 37.2904579788572
"94" 2003 "ERMELINO_MATARAZZO" 62 "7 ITAQUERA" 39.3816170275122 294.904201926952 391.068615598784 0.0941953328204565 738.323 7.66 9.762 8213.35677913324 0.06 39.3816170275122
"95" 2013 "VILA_JACUÍ" 63 "7 ITAQUERA" 14.6579463519164 600.277802983241 409.026502962999 0.0884781561699484 1121.387 3.982 12.018 5953.22021121403 0.055 134.713506948565
"96" 2003 "VILA_JACUÍ" 63 "7 ITAQUERA" 48.4989913615565 324.732376942595 201.024804773988 0.0964145890589087 758.268 6.602 10.328 6198.03051922036 0.036 35.144196638809
"97" 2013 "ARTUR_ALVIM" 65 "7 ITAQUERA" 4.82271692580732 257.533083838111 310.582970021992 0.0739418959064779 1224.669 4.736 11.496 2463.44380570238 0.07 107.064315752923
"98" 2003 "ARTUR_ALVIM" 65 "7 ITAQUERA" 20.8916179195582 195.291210987174 319.73258729063 0.090306289285325 1179.674 9.056 9.151 1697.67103876758 0.036 307.92428151001
"99" 2013 "VALE_DO_ARICANDUVA" 66 "8 SÃO MATEUS" 13.1482269229282 324.065122394524 299.315518774895 0.0817665029583511 960.761 4.88 11.399 2612.63003209714 0.13 29.3901542983101
"100" 2003 "VALE_DO_ARICANDUVA" 66 "8 SÃO MATEUS" 26.6617786739098 422.422555864758 357.434470347103 0.0963739981003483 884.835 8.444 9.398 1872.1567712586 0.088 33.3272233423872
"101" 2013 "JARDIM_ROBRU" 67 "7 ITAQUERA" 7.32752016733392 268.453693403233 95.9239003723713 0.0905215195944551 1412.024 3.763 12.174 2950.32607464745 0.048 45.2973973980642
"102" 2003 "JARDIM_ROBRU" 67 "7 ITAQUERA" 27.7296829347473 252.272481333189 101.450059517368 0.0967224867438589 1211.325 6.202 10.561 2183.88161454388 0.025 14.8793420625473
"103" 2013 "LAJEADO" 68 "7 ITAQUERA" 6.57450407320411 432.721904454525 13.1490081464082 0.0947146964073324 1180.358 3.303 12.509 2767.86621481893 0.035 32.8725203660206
"104" 2003 "LAJEADO" 68 "7 ITAQUERA" 53.2491370507496 169.770778126507 71.4164896915935 0.0990872471449066 1040.591 5.332 11.102 4722.25876574765 0.016 36.3347052816879
"105" 2013 "VILA_EMA" 70 "8 SÃO MATEUS" 3.49379153244684 349.728532397929 206.483079567608 0.0840571304791386 2372.921 3.914 12.066 6126.01407299229 0.06 16.0714410492555
"106" 2003 "VILA_EMA" 70 "8 SÃO MATEUS" 28.9504065413797 541.231380828476 150.047838781541 0.0955751774977669 2149.836 7.042 10.083 3946.08163308537 0.033 16.5935257005469
"107" 2003 "JARAGUÁ" 74 "4 OESTE" 53.9672260210917 71.7446651809807 146.02896452766 0.0960870586592001 897.624 7.127 10.037 2967.56252261862 0.06 26.0312501984089
"108" 2013 "JARAGUÁ" 74 "4 OESTE" 11.3580629339942 316.993210976019 147.654818141924 0.0888974934820207 1054.228 4.083 11.947 4064.63770360619 0.08 13.9394408735383
"109" 2013 "JARDIM_ARPOADOR" 75 "3 OESTE" 11.7163472334775 681.500864080608 345.632243387587 0.0800909969635133 739.647 5.237 11.163 3746.30202790443 0.184 57.6053738979311
"110" 2003 "JARDIM_ARPOADOR" 75 "3 OESTE" 49.0060298723713 457.034495983636 220.527134425671 0.0980440201990071 584.121 8.81 9.246 2350.15873692285 0.142 31.9604542645899
"111" 2013 "SANTA_CECÍLIA" 77 "1 CENTRO" 7.01754385964912 87.719298245614 195.321637426901 0.0565964912280702 287.69 8.987 9.177 438.59649122807 0.928 88.8888888888889
"112" 2003 "SANTA_CECÍLIA" 77 "1 CENTRO" 35.8932773220956 163.513818911769 440.024992356061 0.0759741036651024 269.043 14.417 8.692 361.591534504075 0.838 675.325365912022
"113" 2013 "JARDINS" 78 "1 CENTRO" 3.35214257779764 53.6342812447623 431.30901167663 0.0443823677300408 151.637 14.637 8.743 0 1.907 54.7516621040282
"114" 2003 "JARDINS" 78 "1 CENTRO" 2.34593098271049 173.598892720576 504.375161282755 0.066647899218805 107.011 19.478 10.981 0 1.256 31.6700682665916
"115" 2013 "BELÉM" 81 "5 LESTE" 2.15308429325008 90.4295403165034 213.155345031758 0.0647647755409624 394.872 7.821 9.683 1291.85057595005 1.07 40.9086015717515
"116" 2003 "BELÉM" 81 "5 LESTE" 26.8685881778212 197.850512945774 429.897410845139 0.0827796775769419 334.149 12.558 8.478 1253.05324865657 0.766 65.9501709819248
"117" 2013 "VILA_PEREIRA_BARRETO" 87 "3 OESTE" 5.32512869061002 442.577362286255 341.399917164665 0.074492633571978 1029.122 6.147 10.594 2067.33329388794 0.124 9.46689544997337
"118" 2003 "VILA_PEREIRA_BARRETO" 87 "3 OESTE" 21.9500149382046 146.943155558536 246.937668054802 0.0874891012078605 937.372 9.923 8.861 2659.00042070862 0.077 37.8028035046857
"119" 2013 "PORTAL_DO_MORUMBI" 89 "3 OESTE" 11.5372689842156 184.596303747449 89.4138346276707 0.0828303805135527 179.429 8.97 9.183 14562.1966960146 0.196 47.5912345598892
"120" 2003 "PORTAL_DO_MORUMBI" 89 "3 OESTE" 42.5427106423949 349.2980452744 161.214482434339 0.0932357090078592 220.768 12.15 8.485 8706.7015964712 0.164 212.713553211975
"121" 2013 "CEAGESP" 91 "3 OESTE" 14.4780657304184 530.862410115342 1546.7400221997 0.0637758795424931 176.956 13.211 8.508 1795.28015057188 1.332 226.823029776555
"122" 2003 "CEAGESP" 91 "3 OESTE" 121.566565908792 972.532527270338 2467.47272966224 0.0851623077934025 116.53 15.498 8.992 216.848468918386 1.202 101.853068734393
"123" 2013 "PARQUE_SANTO_ANTÔNIO" 92 "6 SANTO AMARO" 19.5733020160501 224.368036072871 210.956699506318 0.0840564581022596 1620.637 4.102 11.933 7657.14824238997 0.147 33.7095756943085
"124" 2003 "PARQUE_SANTO_ANTÔNIO" 92 "6 SANTO AMARO" 66.042218696391 268.195839340222 235.577426447492 0.0986123080144649 1410.731 7.383 9.903 5220.15415220315 0.122 22.5510015060847
"125" 2013 "JAGUARÉ" 93 "3 OESTE" 5.24112066806818 289.426330225543 418.707306704558 0.0745345593673385 947.216 7.533 9.826 7735.89410606864 0.299 15.1410152633081
"126" 2003 "JAGUARÉ" 93 "3 OESTE" 19.513791844494 395.311654140071 439.375055079251 0.092287645881331 826.901 11.244 8.57 5247.95105185633 0.189 24.549609094686
"127" 2013 "MONÇÕES" 96 "2 SUL" 2.12046353332839 259.756782832727 610.693497598575 0.0452082825305612 291.185 14.532 8.718 302.166053499295 3.263 23.3250988666122
"128" 2003 "MONÇÕES" 96 "2 SUL" 8.25530108262377 478.807462792179 1112.10698870203 0.0675401561431233 277.054 18.549 10.415 27.1245607000495 1.708 106.13958534802
"129" 2013 "JARDIM_MIRIAM" 98 "6 SANTO AMARO" 22.7677555010915 1193.29824420427 233.704313820028 0.0895107611126736 788.997 3.931 12.054 7423.62757309119 0.048 153.347529698528
"130" 2003 "JARDIM_MIRIAM" 98 "6 SANTO AMARO" 100.45165480884 297.578586426187 167.671183214755 0.0979365870606184 751.155 6.569 10.346 6166.82527454268 0.034 27.9451972024592
"131" 2013 "CAMPO_GRANDE" 99 "6 SANTO AMARO" 4.86395517378912 555.463680846717 587.565784993726 0.0669280231913383 576.246 9.582 8.966 1350.23395624386 0.708 35.9932682860395
"132" 2003 "CAMPO_GRANDE" 99 "6 SANTO AMARO" 10.605691013798 575.889022049232 510.133737763684 0.0810911134914995 466.467 14.64 8.744 765.730891196216 0.464 34.9987803455334
"133" 2003 "JARDIM_HERCULANO" 100 "6 SANTO AMARO" 60.5979250963622 172.589027173183 74.7885784417128 0.0994304562103285 1275.182 5.63 10.912 7055.05589966825 0.02 16.1083092028305
"134" 2013 "JARDIM_HERCULANO" 100 "6 SANTO AMARO" 14.2660752730008 160.169117837782 74.2484372162996 0.0921912691619329 1399.473 3.347 12.476 4890.0215288045 0.035 16.5356781573418
"135" 2013 "SOCORRO" 102 "6 SANTO AMARO" 13.4329160174091 574.928805545108 623.28730320778 0.0637257535865886 235.908 7.863 9.663 2044.48981784966 1.022 56.418247273118
"136" 2003 "SOCORRO" 102 "6 SANTO AMARO" 38.604076590488 790.096767551987 1091.20856495779 0.0835392217418159 214.702 13.411 8.527 2879.8641136504 0.569 59.1929174387482
"137" 2013 "COHAB_ITAQUERA" 103 "7 ITAQUERA" 9.35818451220463 430.476487561413 377.446775325587 0.0804335958823988 1360.136 3.964 12.03 511.580753333853 0.094 31.9737970833658
"138" 2003 "COHAB_ITAQUERA" 103 "7 ITAQUERA" 32.9468753895745 274.260476215918 254.670442200495 0.0990988584352906 1198.831 8.239 9.489 698.117575822336 0.062 65.8937507791491
"139" 2013 "MOOCA" 1857 "5 LESTE" 2.58281139019823 339.639697811067 1251.37211855104 0.0609543488086782 442.862 9.745 8.914 64.5702847549558 0.73 41.3249822431717
"140" 2003 "MOOCA" 1857 "5 LESTE" 14.9282696642632 795.676773105229 1531.64046755341 0.0732978040515324 358.693 14.56 8.725 191.081851702569 0.6 550.853150611313
"141" 2013 "JAÇANÃ_E_AGUA_FRIA" 2073 "4 OESTE" 8.03017337646206 198.746791067436 301.88433037137 0.0784347184545931 2219.295 5.752 10.836 2415.57652880699 0.132 35.6338943580504
"142" 2003 "JAÇANÃ_E_AGUA_FRIA" 2073 "4 OESTE" 35.4974974264314 143.355278068281 341.322090638764 0.0896284504250143 2129.016 10.171 8.792 971.266141121666 0.086 34.9513820814094
"143" 2013 "TATUAPÉ_E_PQ_SÃO_JORGE" 3052 "5 LESTE" 5.36331066440693 781.97069487053 1704.46012914852 0.0617853388539678 523.561 10.697 8.667 372.213760109841 0.649 36.4705125179671
"144" 2003 "TATUAPÉ_E_PQ_SÃO_JORGE" 3052 "5 LESTE" 19.2381685263563 1255.29049634475 2309.78260869565 0.0735980184686418 482.563 15.442 8.974 1180.74259330512 0.481 92.5836860330896
